 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 0.012 | 0.071 | 0.071 | 0.071 | 00.49 | 00.53 | 00.69 | 000.1 | 00.65 | 001.0 | 00.97 | 000.5 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.12 | 00.14 | 00.37 | 000.6 | 00.67 | 00.99 | 00.99 | 00.99 | 00.99 | 00.99 | 00.88 | 00.67 | 00.99 | 00.95 | 00.76 | 00.25 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.19 | 00.93 | 00.99 | 00.99 | 00.99 | 00.99 | 00.99 | 00.99 | 00.99 | 00.99 | 00.98 | 00.36 | 00.32 | 00.32 | 00.22 | 00.15 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 0.071 | 00.86 | 00.99 | 00.99 | 00.99 | 00.99 | 00.99 | 00.78 | 00.71 | 00.97 | 00.95 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.31 | 00.61 | 00.42 | 00.99 | 00.99 | 000.8 | 0.043 | 000.0 | 00.17 | 000.6 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 0.055 | 0.0039 | 000.6 | 00.99 | 00.35 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.55 | 00.99 | 00.75 | 0.0078 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 0.043 | 00.75 | 00.99 | 00.27 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.14 | 00.95 | 00.88 | 00.63 | 00.42 | 0.0039 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.32 | 00.94 | 00.99 | 00.99 | 00.47 | 0.098 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.18 | 00.73 | 00.99 | 00.99 | 00.59 | 00.11 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 0.063 | 00.36 | 00.99 | 00.99 | 00.73 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 00.98 | 00.99 | 00.98 | 00.25 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | 000.0 | expected number here
